kingdom,sciName,unitName1,author,rankID,sourceIdentifier,source,notes,nomenclaturalStatus,acceptance,acceptedStr,
Fungi,Lichinomycetidae,,,70,,,,Legitimate,1,Lichinomycetidae,
Fungi,Rhizocarpales,Lecanoromycetes,Miadlikowska et al.,100,mb:529144,,,Invalid,1,Rhizocarpales,
Fungi,Rhizocarpales,Lecanoromycetes,Miądl. & Lutzoni ex Miądl. & Lutzoni,100,mb:819267,,,Legitimate,1,Rhizocarpales,
Fungi,Umbilicariales,Lecanoromycetes,J.C. Wei & Q.M. Zhou,100,mb:90783,,,Legitimate,1,Umbilicariales,
Fungi,Lecanorineae,Lecanorales,"O.E. Erikss., Baral, Currah, K. Hansen, Kurtzman, Rambold & Laessøe",110,if:626710,,,,1,,
Fungi,Acoliaceae,Caliciales,Zopf,140,mb:80428,,,,1,,
Fungi,Acrocordiaceae,Monoblastiales,Oxner ex M.E. Barr,140,if:81845,,,,1,,
Fungi,Alectoriaceae,Lecanorales,(Hue) Tomaselli,140,mb:80439,,,Legitimate,1,,
Fungi,Anaptychiaceae,Caliciales,Körb.,140,mb:80454,,,,1,,
Fungi,Anapyreniaceae,Caliciales,Räsänen,140,mb:80455,,,,1,,
Fungi,Anziaceae,Lecanorales,M. Satô,140,mb:80463,,,,1,,
Fungi,Arthoniaceae,Arthoniales,Reichenbach,140,mb:80472,,,Legitimate,1,Arthoniaceae,
Fungi,Arthoniomycetaceae,Arthoniales,E.A. Thomas,140,mb:81886,,,,1,,
Fungi,Aspiciliaceae,Pertusariales,Kopach.,140,mb:82059,,,,1,,
Fungi,Aspiciliaceae,Pertusariales,Poelt,140,mb:80490,,,,1,,
Fungi,Astrotheliaceae,Trypetheliales,Zahlbr.,140,mb:81788,,,,1,,
Fungi,Bactrosporaceae,Arthoniales,Rabenh.,140,mb:80509,,,,1,,
Fungi,Bagliettoaceae,Verrucariales,Servít,140,mb:80511,,,,1,,
Fungi,Biatorellaceae,Lecanorales,M. Choisy,140,mb:80518,,,,1,,
Fungi,Blasteniaceae,Teloschistales,C.W. Dodge & G.E. Baker,140,mb:80520,,,,1,,
Fungi,Borreraceae,Teloschistales,M. Choisy,140,mb:80528,,,,1,,
Fungi,Bruceomycetaceae,Lecanorales,Rikkinen & A.R. Schmidt,140,mb:817090,,,,1,,
Fungi,Buelliaceae,Caliciales,Zahlbr.,140,mb:80537,,,,1,,
Fungi,Byssocaulaceae,Arthoniales,Zahlbr.,140,mb:81801,,,,1,,
Fungi,Caloplacaceae,Teloschistales,Zahlbr.,140,mb:80546,,,,1,,
Fungi,Caloplacomycetaceae,Teloschistales,E.A. Thomas,140,mb:81825,,,,1,,
Fungi,Catinariaceae,Lecanorales,Hale ex Hafellner,140,mb:81864,,,,1,,
Fungi,Celidiaceae,Arthoniales,J. Schröt.,140,mb:80562,,,,1,,
Fungi,Cenomycetaceae,Lecanorales,Chevall.,140,mb:80565,,,,1,,
Fungi,Cetradoniaceae,Lecanorales,J.C. Wei & Ahti,140,mb:82132,,,Legitimate,1,Cetradoniaceae,
Fungi,Cetrariaceae,Lecanorales,Schaer.,140,mb:80578,,,,1,,
Fungi,Chiodectonaceae,Arthoniales,Zahlbr.,140,mb:80586,,,,1,,
Fungi,Chrysothricaceae, Arthoniales,Zahlbruckner,140,mb:80592,,,Orthographic variant,1,Chrysothricaceae,
Fungi,Cladiaceae,Lecanorales,Filson,140,mb:80597,,,,1,,
Fungi,Cladoniomycetaceae,Lecanorales,E.A. Thomas,140,mb:81887,,,,1,,
Fungi,Clathrinaceae,Lecanorales,P.A. Duvign.,140,mb:80603,,,,1,,
Fungi,Coccotremataceae,Pertusariales,Henssen,140,mb:80617,,,,1,Coccotremataceae,
Fungi,Collematomycetaceae,Peltigerales,E.A. Thomas,140,mb:80625,,,,1,,
Fungi,Coniocarpaceae,Arthoniales,Rchb.,140,if:80628,,,,1,,
Fungi,Coniocybaceae,Coniocybales,Reichenbach,140,mb:80630,,,Legitimate,1,Coniocybaceae,
Fungi,Coniophyllaceae,Lecanorales,Zahlbr.,140,mb:81800,,,,1,,
Fungi,Corniculariaceae,Lecanorales,Schaer.,140,mb:80645,,,,1,,
Fungi,Crateroideaceae,Caliciales,Rchb.,140,if:80654,,,,1,,
Fungi,Cryptotheciaceae,Arthoniales,A.L. Sm.,140,mb:80665,,,,1,,
Fungi,Cryptotheliaceae,Trypetheliales,Walt. Watson,140,mb:80666,,,,1,,
Fungi,Cyanocephalidaceae,Thelocarpales,Locq.,140,mb:80346,,,,1,,
Fungi,Cyclocarpaceae,Caliciales,Hue,140,mb:80670,,,,1,,
Fungi,Cylindroroccellaceae,Arthoniales,Elenkin,140,mb:81686,,,,1,,
Fungi,Cypheliaceae,Caliciales,Zahlbr.,140,mb:80672,,,,1,,
Fungi,Cypheliomycetaceae,Caliciales,E.A. Thomas,140,mb:81824,,,,1,,
Fungi,Cystocoleaceae,Mycosphaerellales,Locquin,140,mb:80171,,,Invalid,1,,
Fungi,Dactylinaceae,Lecanorales,M. Choisy,140,mb:80679,,,,1,,
Fungi,Daohugouthallaceae,Fossil Lecanorales,"X.L. Wei, D. Ren & J.C. Wei",140,if:570853,,,,1,,
Fungi,Dermatinaceae,Arthoniales,Mattick,140,mb:80687,,,,1,,
Fungi,Dermatiscaceae,Caliciales,Poelt,140,mb:81679,,,,1,,
Fungi,Dermatocarpaceae,Verrucariales,Stizenb.,140,mb:81873,,,,1,,
Fungi,Dermatocarpomycetaceae,Verrucariales,E.A. Thomas,140,mb:81836,,,,1,,
Fungi,Dictyosporaceae,Verrucariales,Räsänen,140,mb:80699,,,,1,,
Fungi,Dirinaceae,Arthoniales,Zahlbr.,140,mb:80710,,,,1,,
Fungi,Endocarpaceae,Verrucariales,Fée ex Zenker,140,mb:82064,,,,1,,
Fungi,Endocarpaceae,Verrucariales,Rchb.,140,if:80732,,,,1,,
Fungi,Endopyreniaceae,Verrucariales,Zahlbr.,140,mb:81799,,,,1,,
Fungi,Ephebaceae,Lichinales,Th. Fr.,140,mb:80744,,,,1,,
Fungi,Eriomycetaceae,Monoblastiales,Huanraluek & Hyde,140,mb:557099,,,Legitimate,1,Eriomycetaceae,
Fungi,Everniaceae,Lecanorales,Tomas.,140,mb:80764,,,,1,,
Fungi,Globigeraceae,Verrucariales,Dumort.,140,mb:80803,,,,1,,
Fungi,Glomerillaceae,Verrucariales,Norman,140,mb:81663,,,,1,,
Fungi,Glyphidaceae,Arthoniales,J.W. Griff. & Henfr.,140,mb:816496,,,,1,,
Fungi,Glypholeciaceae,Acarosporales,M. Choisy,140,mb:80809,,,,1,,
Fungi,Glyphopeltidaceae,Lecanorales,Evankow & Timdal,140,if:856125,,,,1,Glyphopeltidaceae,
Fungi,Gyrophoraceae,Umbilicariales,Zenker,140,mb:80827,,,,1,,
Fungi,Gyrophoromycetaceae,Umbilicariales,E.A. Thomas,140,mb:81816,,,,1,,
Fungi,Gyrothalamaceae,Umbilicariales,Rchb.,140,if:80828,,,,1,,
Fungi,Gyrotheciaceae,Rhizocarpales,M. Choisy,140,mb:80829,,,,1,,
Fungi,Haplographaceae,Baeomycetales,M. Choisy,140,mb:80834,,,,1,,
Fungi,Herpothallaceae,Arthoniales,Tomas.,140,mb:80855,,,,1,,
Fungi,Heterodeaceae,Lecanorales,Filson,140,mb:81659,,,Legitimate,1,,
Fungi,Heterotheciaceae,Lecideales,M. Choisy,140,mb:80860,,,,1,,
Fungi,Huiliaceae,Lecideales,Poelt & Vězda,140,if:80866,,,,1,,
Fungi,Hyalomonomeraceae,Baeomycetales,Räsänen,140,mb:80868,,,,1,,
Fungi,Hyalophragmiaceae,Trypetheliales,Räsänen,140,mb:80869,,,,1,,
Fungi,Hyalosporaceae,Verrucariales,Räsänen,140,mb:80872,,,,1,,
Fungi,Hypochnaceae,Arthoniales,J. Schröt.,140,mb:80891,,,,1,,
Fungi,Hypogymniaceae,Lecanorales,Poelt ex Elix,140,mb:80896,,,,1,,
Fungi,Imbricariaceae,Caliciales,Chevall.,140,mb:80905,,,,1,,
Fungi,Isidiaceae,Pertusariales,Rchb.,140,if:80910,,,,1,,
Fungi,Jattaeomycetaceae,Trypetheliales,Cif. & Tomas.,140,mb:81830,,,,1,,
Fungi,Koerberiellaceae,Lecideales,Hafellner,140,mb:80918,,,,1,,
Fungi,Kohlmeyeraceae,Verrucariales,Locq.,140,mb:80201,,,,1,,
Fungi,Lasiolomataceae,Lecanorales,Hafellner,140,mb:80928,,,,1,,
Fungi,Laureraceae,Trypetheliales,Vězda ex Poelt,140,if:81655,,,,1,,
Fungi,Lecaniaceae,Lecanorales,Walt. Watson,140,mb:80933,,,,1,,
Fungi,Lecanoromycetaceae,Lecanorales,Cif. & Tomas.,140,mb:81832,,,,1,,
Fungi,Lecideomycetaceae,Lecanorales,E.A. Thomas,140,mb:81817,,,,1,,
Fungi,Lecidomataceae,Lecideales,Hafellner,140,mb:80936,,,,1,,
Fungi,Lecotheciaceae,Peltigerales,Körb.,140,mb:80937,,,,1,,
Fungi,Lempholemmataceae,Lichinales,M. Choisy,140,if:91010,,,,1,,
Fungi,Lepidodidymaceae,Verrucariales,Räsänen,140,mb:80942,,,,1,,
Fungi,Lepraceae,Pertusariales,Zenker,140,mb:82044,,,,1,,
Fungi,Leprariaceae,Lecanorales,Rchb.,140,if:80944,,,,1,,
Fungi,Leptogiaceae,Peltigerales,Körb.,140,mb:80945,,,,1,,
Fungi,Lichenaceae,Lecanorales,Ach.,140,mb:80957,,,,1,,
Fungi,Lichinomycetaceae,Lichinales,E.A. Thomas,140,mb:81818,,,,1,,
Fungi,Lithographaceae,Baeomycetales,Poelt,140,mb:81651,,,,0,Xylographaceae,
Fungi,Lobiolataceae,Peltigerales,C. Agardh,140,mb:80963,,,,1,,
Fungi,Loxosporaceae,Sarrameanales,Kalb & Staiger,140,mb:81986,,,Legitimate,1,,
Fungi,Megasporaceae,Pertusariales,Lumbsch,140,mb:81964,,,Legitimate,1,Megasporaceae,
Fungi,Melanothecomycetaceae,Trypetheliales,Cif. & Tomas.,140,mb:81833,,,,1,,
Fungi,Moriolaceae,Verrucariales,Zahlbr.,140,mb:81028,,,,1,,
Fungi,Mycobilimbiaceae,Lecanorales,Hafellner,140,mb:81038,,,,1,,
Fungi,Nemariaceae,Arthoniales,Navás,140,mb:81061,,,,1,,
Fungi,Neophysciaceae,Caliciales,M. Choisy,140,mb:81065,,,,1,,
Fungi,Nephromataceae,Peltigerales,Wetmore,140,mb:81066,,,,1,,
Fungi,Nephromiaceae,Peltigerales,Moreau,140,mb:81892,,,,1,,
Fungi,Nesolechiaceae,Lecanorales,Arnold,140,mb:81067,,,,1,,
Fungi,Normandinaceae,Verrucariales,Marchand,140,mb:81072,,,,1,,
Fungi,Omphalariaceae,Lichinales,Körb.,140,mb:81083,,,,1,,
Fungi,Opegraphaceae,Arthoniales,Stizenberger,140,mb:81088,,,Legitimate,1,Opegraphaceae,
Fungi,Orphniosporaceae,Umbilicariales,Bellem. & Hafellner,140,mb:81092,,,,0,Fuscideaceae,
Fungi,Pachnolepiaceae,Arthoniales,Arnold,140,mb:81642,,,,1,,
Fungi,Pachyascaceae,Lecanorales,Poelt,140,mb:81641,,,,1,Pachyascaceae,
Fungi,Paratheliaceae,Verrucariales,Zahlbr.,140,mb:81107,,,,1,,
Fungi,Parmeliaceae,Lecanorales,Eschweiler,140,mb:81882,,,Legitimate,1,Parmeliaceae,
Fungi,Parmeliaceae,Lecanorales,F. Berchtold & J. Presl,140,mb:816377,,,Legitimate,1,,
Fungi,Parmeliomycetaceae,Lecanorales,E.A. Thomas,140,mb:81819,,,,1,,
Fungi,Parmeliopsidaceae,Lecanorales,M. Choisy,140,mb:81108,,,,1,,
Fungi,Peltati,Lecanorales,Ach.,140,mb:81116,,,,1,,
Fungi,Peltideaceae,Peltigerales,Körb.,140,mb:81117,,,,1,,
Fungi,Peltigeromycetaceae,k_Fungi|p_Ascomycota|c_Lecanoromycetes|o_Peltigerales,E.A. Thomas,140,mb:81820,,,,1,,
Fungi,Peltophoraceae,Peltigerales,Clem.,140,mb:81119,,,,1,,
Fungi,Peltosporaceae,Lecanorales,Bayrh.,140,mb:81120,,,,1,,
Fungi,Pertusariomycetaceae,Pertusariales,E.A. Thomas,140,mb:81821,,,,1,,
Fungi,Phaeophragmiaceae,Verrucariales,Räsänen,140,mb:81141,,,,1,,
Fungi,Phlyctidaceae,Gyalectales,Kopachevskaya,140,mb:82065,,,Invalid,1,,
Fungi,Phlyctidaceae,Gyalectales,Poelt ex J.C. David & D. Hawksworth,140,mb:82017,,,Legitimate,1,Phlyctidaceae,
Fungi,Phlyctidaceae,Gyalectales,Poelt,140,mb:81150,,,Invalid,1,,
Fungi,Phragmopelthecaceae,Pertusariales,L. Xavier,140,mb:81154,,,,1,,
Fungi,Phylloporinaceae,Pertusariales,Zahlbr.,140,mb:81798,,,,1,,
Fungi,Phyllopsoraceae,Lecanorales,Zahlbr.,140,mb:81160,,,,1,,
Fungi,Phyllopyreniaceae,Pertusariales,Zahlbr.,140,mb:81161,,,,1,,
Fungi,Physciomycetaceae,Caliciales,E.A. Thomas,140,mb:81822,,,,1,,
Fungi,Physmaceae,Peltigerales,Walt. Watson,140,mb:81167,,,,1,,
Fungi,Pilophoraceae,Lecanorales,Stizenb.,140,mb:81177,,,,1,,
Fungi,Placodiaceae,Teloschistales,A. Fisch.,140,mb:81181,,,,1,,
Fungi,Placolecidaceae,Lecanorales,Hafellner,140,mb:81182,,,,1,,
Fungi,Planoroccellaceae,Arthoniales,Elenkin,140,mb:81633,,,,1,,
Fungi,Pleurotheliaceae,Verrucariales,Zahlbr.,140,mb:81789,,,,1,,
Fungi,Pleurotremataceae,Pyrenulales,Walt. Watson,140,mb:81192,,,,1,Pleurotremataceae,
Fungi,Pleurotrematomycetaceae,Pyrenulales,Cif. & Tomas.,140,mb:81834,,,,1,,
Fungi,Polyblastiaceae,Verrucariales,Oxner,140,if:81626,,,,1,,
Fungi,Polycaulionaceae,Teloschistales,Hue,140,mb:81625,,,,1,,
Fungi,Porinaceae,Ostropales,Reichenbach,140,mb:81210,,,Legitimate,1,,
Fungi,Porinaceae,Ostropales,Walt. Watson,140,mb:81211,,,Uncertain,1,,
Fungi,Protocaliciaceae,Caliciales,Zahlbr.,140,mb:81797,,,,1,,
Fungi,Pseudophysciaceae,Caliciales,Tomas.,140,mb:81230,,,,1,,
Fungi,Psoroglaenaceae,Verrucariales,Räsänen,140,mb:81307,,,,1,,
Fungi,Psoromataceae,Peltigerales,Zahlbr.,140,mb:81796,,,,1,,
Fungi,Psorotichiaceae,Lichinales,Körb.,140,mb:81619,,,,1,,
Fungi,Psorulaceae,Lecanorales,Hafellner,140,mb:81308,,,,1,,
Fungi,Pulverariaceae,Arthoniales,Rchb.,140,if:701020,,,,1,,
Fungi,Pulverariaceae,Arthoniales,Schltdl.,140,mb:81314,,,,1,,
Fungi,Pyrenopsidaceae,Lichinales,Th. Fr.,140,mb:81319,,,,1,,
Fungi,Pyrenothamniaceae,Verrucariales,Zahlbr.,140,mb:81791,,,,1,,
Fungi,Pyrenulomycetaceae,Pyrenulales,E.A. Thomas,140,mb:81823,,,,1,,
Fungi,Pyxinaceae,Caliciales,"J.W. Griffith, A. Henfrey",140,mb:816495,,,Legitimate,1,,
Fungi,Pyxineaceae,Caliciales,Stizenb.,140,mb:81325,,,,1,,
Fungi,Racoblennaceae,Peltigerales,Arnold,140,mb:81238,,,,1,,
Fungi,Ramaleaceae,Lecanorales,Elenkin,140,mb:81617,,,,1,,
Fungi,Rhizocarpaceae,Rhizocarpales,M. Choisy ex Hafellner,140,mb:81865,,,Legitimate,1,,
Fungi,Roccellinastraceae,Lecanorales,Hafellner,140,mb:81356,,,,1,,
Fungi,Rotulaceae,Arthoniales,Zahlbr.,140,mb:81795,,,,1,,
Fungi,Ruthiaceae,Strigulales,"Bat., J.A. Lima & Tatlasse",140,mb:81359,,,,1,,
Fungi,Saccomorphaceae,Baeomycetales,Elenkin,140,mb:81614,,,,1,,
Fungi,Schadoniaceae,Lecanorales,Hafellner,140,mb:81261,,,,1,,
Fungi,Sclerophoraceae,Coniocybales,Körb.,140,mb:81360,,,,1,,
Fungi,Siphulaceae,Pertusariales,Rchb.,140,if:81379,,,,1,,
Fungi,Siphulastraceae,Peltigerales,Zahlbr.,140,mb:81794,,,,1,,
Fungi,Solorinaceae,Peltigerales,Bayrh.,140,mb:81383,,,,1,,
Fungi,Sphaerophoropsidaceae,Lecanorales,Elenkin,140,mb:81610,,,,1,,
Fungi,Spilomataceae,Baeomycetales,Chevall.,140,mb:81400,,,,1,,
Fungi,Staurotheleaceae,Verrucariales,Servít,140,mb:81419,,,,1,,
Fungi,Stenhammarellaceae,Lecideales,Poelt,140,mb:81606,,,,1,,
Fungi,Stictaceae,Peltigerales,Stizenb.,140,mb:81428,,,,1,,
Fungi,Strigulaceae,Strigulales,A.B. Frank,140,mb:816491,,,,1,,
Fungi,Strigulomycetaceae,Strigulales,Cif. & Tomas.,140,mb:81835,,,,1,,
Fungi,Tenuitholiascaceae,Strigulales,"S.H. Jiang, Lücking & J.C. Wei",140,mb:570578,,,Legitimate,1,Tenuitholiascaceae,
Fungi,Thamnoliaceae,Pertusariales,Zahlbr.,140,mb:81787,,,,1,,
Fungi,Thelenellaceae,Thelenellales,H. Mayrhofer,140,mb:82023,,,Legitimate,1,,
Fungi,Thelidiaceae,Verrucariales,Walt. Watson,140,mb:81464,,,,1,,
Fungi,Thermutidaceae,Lichinales,Elenkin,140,mb:82048,,,,1,,
Fungi,Tholurnaceae,Caliciales,Elenkin,140,mb:81602,,,,1,,
Fungi,Thrombiaceae,Baeomycetales,Poelt & Vezda,140,mb:81601,,,Invalid,1,Thrombiaceae,
Fungi,Thrombiaceae,Baeomycetales,Poelt & Vězda,140,if:81601,,,,1,,
Fungi,Thysanotheciaceae,Lecanorales,P.A. Duvign.,140,mb:81473,,,,1,,
Fungi,Tichotheciaceae,Verrucariales,A. Massal.,140,mb:81474,,,,1,,
Fungi,Tornabeniaceae,Caliciales,M. Choisy,140,mb:81477,,,,1,,
Fungi,Tremoleciaceae,Baeomycetales,Hafellner,140,mb:81483,,,,1,,
Fungi,Trypetheliaceae,Trypetheliales,Eschweiler,140,mb:81884,,,Legitimate,1,,
Fungi,Tylophoraceae,Arthoniales,Zahlbr.,140,mb:81792,,,,1,,
Fungi,Usneaceae,Lecanorales,Eschw.,140,if:82070,,,,1,,
Fungi,Usneaceae,Lecanorales,Fée,140,mb:82070,,,,1,,
Fungi,Usneomycetaceae,Lecanorales,E.A. Thomas,140,mb:81837,,,,1,,
Fungi,Varicellariaceae,Pertusariales,"B.P. Hodkinson, R.C. Harris & Lendemer ex Lumbsch & Leavitt",140,mb:555391,,,Legitimate,1,Varicellariaceae,
Fungi,Verrucariaceae,Verrucariales,Eschweiler,140,mb:81910,,,Legitimate,1,,
Fungi,Verrucariomycetaceae,Verrucariales,Cif. & Tomas.,140,mb:81827,,,,1,,
Fungi,Vezdaeaceae,Vezdaeales,Poelt & Vězda,140,if:81598,,,,1,,
Fungi,Xanthopsorellaceae,Lecanorales,Hafellner,140,mb:81524,,,,1,,
Fungi,Xanthoriaceae,Teloschistales,C.W. Dodge,140,mb:81526,,,,1,,
Fungi,Acarosporae,Acarosporaceae,Clem. & Shear,150,if:701963,,,,1,,
Fungi,Aleurodiscoideae, Corticiaceae,(Pilát) Parmasto,150,mb:89010,,,Legitimate,1,,
Fungi,Arthoniae,Arthoniaceae,Clem. & Shear,150,if:701943,,,,1,,
Fungi,Astrotheliae,Trypetheliaceae,Clem. & Shear,150,if:701927,,,,1,,
Fungi,Athelioideae, Corticiaceae,J. Eriksson ex Parmasto,150,mb:89011,,,Legitimate,1,,
Fungi,Botryobasidioideae, Corticiaceae,Parmasto,150,mb:89012,,,Legitimate,0,Botryobasidiaceae,
Fungi,Botryohypochnoideae, Corticiaceae,Parmasto,150,mb:89013,,,Legitimate,0,Botryobasidiaceae,
Fungi,Byssolomae,Pilocarpaceae,Clem. & Shear,150,if:701957,,,,1,,
Fungi,Caleniae,Gomphillaceae,Clem. & Shear,150,if:701953,,,,1,,
Fungi,Caloplacoideae, Teloschistaceae,"E. Gaya, Högnabba, Holguin, Molnar, Fernández-Brime, Stenroos, Arup, Søchting, Van den Boom, Lüc",150,mb:561794,,,Invalid,1,,
Fungi,Ceratobasidioideae, Corticiaceae,(G.W. Martin) Parmasto,150,mb:89014,,,Legitimate,0,Ceratobasidiaceae,
Fungi,Chiodectae,Roccellaceae,Clem. & Shear,150,if:701947,,,,1,,
Fungi,Cladosterigmoideae,Gomphillaceae,"Piątek, Stryjak-Bog. & Czachura",150,if:857024,,,,1,Cladosterigmoideae,
Fungi,Dermatocarpae,Verrucariaceae,Clem. & Shear,150,if:701925,,,,1,,
Fungi,Dirinae,Roccellaceae,Clem. & Shear,150,if:701945,,,,1,,
Fungi,Endocarpoideae,Verrucariaceae,Burnett,150,mb:701078,,,,1,Endocarpoideae,
Fungi,Ephebae,Lichinaceae,Clem. & Shear,150,if:701951,,,,1,,
Fungi,Epitheleoideae, Corticiaceae,Parmasto,150,mb:89015,,,Legitimate,1,,
Fungi,Gloeocystidielloideae, Corticiaceae,Parmasto,150,mb:89016,,,Legitimate,1,,
Fungi,Graphidae,Graphidaceae,Clem. & Shear,150,if:701944,,,,1,,
Fungi,Gyalectae,Gyalectaceae,Clem. & Shear,150,if:701964,,,,1,,
Fungi,Gyrophorae,Umbilicariaceae,Clem. & Shear,150,if:701960,,,,1,,
Fungi,Heppiae,Lichinaceae,Clem. & Shear,150,if:701954,,,,1,,
Fungi,Hyphodermoideae, Corticiaceae,J. Eriksson ex Parmasto,150,mb:89017,,,Legitimate,1,,
Fungi,Lecanactidae,Roccellaceae,Clem. & Shear,150,if:701956,,,,1,,
Fungi,Lecanorae,Lecanoraceae,Clem. & Shear,150,if:701961,,,,1,,
Fungi,Lecideae,Lecideaceae,Clem. & Shear,150,if:701958,,,,1,,
Fungi,Lichinae,Lichinaceae,Clem. & Shear,150,if:701952,,,,1,,
Fungi,Moriolae,Verrucariaceae,Clem. & Shear,150,if:701920,,,,1,,
Fungi,Ostropae,Stictidaceae,Clem. & Shear,150,if:701949,,,,1,,
Fungi,Pannariae,Pannariaceae,Clem. & Shear,150,if:701969,,,,1,,
Fungi,Paratheliae,Verrucariaceae,Clem. & Shear,150,if:701923,,,,1,,
Fungi,Parmeliae,Parmeliaceae,Clem. & Shear,150,if:701966,,,,1,,
Fungi,Peltigerae,Peltigeraceae,Clem. & Shear,150,if:701955,,,,1,,
Fungi,Peltigeroideae,Peltigeraceae,Clem. & Shear,150,if:701902,,,,1,,
Fungi,Pertusariae,Pertusariaceae,Clem. & Shear,150,if:701962,,,,1,,
Fungi,Phlebioideae, Corticiaceae,J. Eriksson ex Parmasto,150,mb:89018,,,Legitimate,1,,
Fungi,Phyllopsorae,Ramalinaceae,Clem. & Shear,150,if:701959,,,,1,,
Fungi,Pyrenopsidae,Lichinaceae,Clem. & Shear,150,if:701950,,,,1,,
Fungi,Pyrenulae,Pyrenulaceae,Clem. & Shear,150,if:701922,,,,1,,
Fungi,Roccellae,Roccellaceae,Clem. & Shear,150,if:701946,,,,1,,
Fungi,Rubikioideae,Incertae sedis,"Lücking, M.Cáceres & Aptroot",150,mb:834870,,,Legitimate,1,,
Fungi,Sistotremoideae, Corticiaceae,J. Eriksson ex Parmasto,150,mb:89019,,,Legitimate,1,,
Fungi,Squamarinoideae,Stereocaulaceae,Lumbsch & S.D. Leavitt,150,mb:830561,,,Legitimate,1,,
Fungi,Stereocauloideae,Stereocaulaceae,Lumbsch & S.D. Leavitt,150,mb:830562,,,Legitimate,1,,
Fungi,Stictae,Lobariaceae,Clem. & Shear,150,if:701965,,,,1,,
Fungi,Stictidae,k_Fungi|p_Ascomycota|c_Lecanoromycetes|o_Ostropales|f_Stictidaceae,Clem. & Shear,150,if:701948,,,,1,,
Fungi,Stictinae,Lobariaceae,Clem. & Shear,150,if:701968,,,,1,,
Fungi,Strigulae,Strigulaceae,Clem. & Shear,150,if:701924,,,,1,,
Fungi,Trypetheliae,Trypetheliaceae,Clem. & Shear,150,if:701926,,,,1,,
Fungi,Tubulicrinioideae, Corticiaceae,Parmasto,150,mb:89020,,,Legitimate,1,,
Fungi,Usneae,Parmeliaceae,Clem. & Shear,150,if:701967,,,,1,,
Fungi,Verrucariae,Verrucariaceae,Clem. & Shear,150,if:701921,,,,1,,
Fungi,Verrucarioideae,Verrucariaceae,Burnett,150,mb:701076,,,,1,Verrucarioideae,
Fungi,Xanthorioideae, Teloschistaceae,"E. Gaya, Högnabba, Holguin, Molnar, Fernández-Brime, Stenroos, Arup, Søchting, Van den Boom, Lüc",150,mb:561793,,,Invalid,1,,
Fungi,Aberratus,Incertae sedis,W.L. Strong,180,mb:853551,,,Legitimate,1,,
Fungi,Absconditonia,Stictidaceae,Suija & van den Boom,180,mb:848135,,,Legitimate,1,,
Fungi,Acanthographina,Graphidaceae,(Vainio) Walt. Watson,180,mb:9,,,Legitimate,0,Acanthothecis,
Fungi,Acanthographis,Graphidaceae,(Vainio) Walt. Watson,180,mb:10,,,Legitimate,0,Acanthothecis,
Fungi,Acanthothecieae,Graphidaceae,"Lumbsch, Kraichak & Lücking",180,mb:807538,,,Legitimate,1,,
Fungi,Acolium,Caliciaceae,Trevisan,180,mb:44,,,Illegitimate,1,Acolium,
Fungi,Acrocordiella,Requienellaceae,O.E. Eriksson,180,mb:47,,,Legitimate,1,Acrocordiella,
Fungi,Actinopsis,Porinaceae,Starbäck,180,mb:24000,,,,0,Trichothelium,
Fungi,Actinothecium,Verrucariaceae,Flotow,180,mb:74,,,Illegitimate,1,,
Fungi,Adermatis,Ramalinaceae,Clements,180,mb:81,,,Legitimate,0,Lecania,
Fungi,Aequabiliella,Celotheliaceae,Crous,180,mb:812475,,,,1,Aequabiliella,
Fungi,Agyriella,Stictidaceae,Ellis & Everhart,180,mb:90,,,Illegitimate,1,,
Fungi,Agyriella,Stictidaceae,Saccardo,180,mb:7078,,,Legitimate,1,Agyriella,
Fungi,Agyrina,Aphanopsidaceae,(Saccardo) Clements,180,mb:91,,,Legitimate,0,Steinia,
Fungi,Agyriopsis,Tympanidaceae,Saccardo & P. Sydow,180,mb:92,,,Illegitimate,1,Agyriopsis,
Fungi,Ahtia,Parmeliaceae,M.J. Lai,180,mb:98,,,Legitimate,0,Cetrariopsis,
Fungi,Aipospila,Ramalinaceae,Trevisan,180,mb:100,,,Legitimate,0,Lecania,
Fungi,Albocalicium,Sphinctrinaceae,Haughland,180,if:859480,,,,1,Albocalicium,
Fungi,Alectoria,Parmeliaceae,Link,180,mb:117,,,Illegitimate,1,,
Fungi,Alectoriopsis,Ramalinaceae,Elenkin,180,mb:25013,,,Legitimate,0,Ramalina,
Fungi,Aleurodiscinae, Corticiaceae,Pilát,180,mb:89029,,,Legitimate,1,,
Fungi,Allarthonia,Arthoniaceae,(Nyl.) Müll. Arg.,180,if:91018,,,,1,,
Fungi,Amandinea,Caliciaceae,M. Choisy,180,mb:150,,,Invalid,1,Amandinea,
Fungi,Ambivina,Incertae sedis,B. Katz,180,mb:17057,,,Invalid,1,,
Fungi,Amphididymella,Monoblastiaceae,Petrak,180,mb:162,,,Legitimate,1,Amphididymella,
Fungi,Amphiloma,Teloschistaceae,Körber,180,mb:164,,,Illegitimate,0,Caloplaca,
Fungi,Amylobasidium,Incertae sedis,Ginns,180,mb:14005,,,Legitimate,1,Amylobasidium,
Fungi,Amylocorticieae, Athelioideae,Parmasto,180,mb:89033,,,Legitimate,1,,
